,time,comment
4781,40:42 ,NASA how long did it take to make the wheels since it is such a a vital part of the mission
4782,40:42 ,animations were brilliant
4783,40:43 ,buffering buffering buffering
4784,40:43 ,Hi from Texas
4785,40:45 ,TO MARS BOIS
4786,40:45 ,I was here
4787,40:45 ,is mars flat
4788,40:45 ,fingers crossed for everyone involved
4789,40:45 ,how many times is he gonna blink
4790,40:46 ,This is crazy
4791,40:46 ,Jezero Duke Any relation to Daisy Duke
4792,40:46 ,what time is it landing
4793,40:47 ,Lance Armstrong
4794,40:47 ,Where s Mark Rober
4795,40:47 ,slowmode is annoying
4796,40:48 ,this is like those superhero missions ROVER LANDING ON MARS
4797,40:48 ,Who s Mark Rober Why is everyone freaking out about him
4798,40:48 ,how many hours
4799,40:48 ,I m from Albania
4800,40:49 ,this is awesome
4801,40:50 ,so when s the landing
4802,40:50 ,is he blinking in morse code
4803,40:50 ,land all ready
4804,40:51 ,IS MARK ROBER HERE
4805,40:51 ,Javadkhan Madatli Spirit and Oppy were a single mission
4806,40:51 ,is he blinking morese code
4807,40:51 ,That s my uncle
4808,40:51 ,that s insane
4809,40:51 ,touchdown confirmed were safe on mars
4810,40:53 ,Nasa how is the helicopter going to work and how big is the helicopter
4811,40:54 ,can t waitttt
4812,40:55 ,Are the Udmurts here
4813,40:55 ,What is the point of this chat
4814,40:55 ,NASA when will rover land on mars for Eu
4815,40:55 ,why he blinking so fast
4816,40:56 ,Mark Rober yay your here i big fan plz shout out i subed its sooooooo dirent to last time
4817,40:56 ,I was here
4818,40:56 ,When is the landing
4819,40:56 ,is it real when it gunna happen
4820,40:57 ,he s blinking something in morse
4821,40:57 ,جعفر washhands washhands washhands washhands goodvibes goodvibes goodvibes
4822,40:57 ,wow audio quality sucks lol
4823,40:57 ,Mr Mawk Rova is not here i think
4824,40:58 ,NASA where can i sendt the countdowntomars plese let me know btw good luck from denmark
4825,40:58 ,NASA Do we plan to leave the Probe on Mars or is it coming back to Earth Question from GTCHS Highschool in Greenville SC
4826,41:00 ,Where Jonny Kim at
4827,41:01 ,NASA how will the helicopter deal with winds on mars
4828,41:01 ,He looks high
4829,41:01 ,i was here
4830,41:01 ,hey
4831,41:01 ,when will it landdd
4832,41:01 ,Wheres the BHC at
4833,41:01 ,Mark Rober sent me here this is gonna be epic
4834,41:02 ,hey mark rover
4835,41:02 ,what time
4836,41:02 ,did they land yet
4837,41:02 ,hello I was here
4838,41:02 ,Perseverance best of luck
4839,41:02 ,this is the poggest thing that has happened since 
4840,41:02 ,why can t we focus in fixing the planet we re on before colonising and ruining another one
4841,41:02 ,he looks like he s bricking it
4842,41:03 ,when we will see the landing
4843,41:03 ,is his eyes okay
4844,41:04 ,why does he look high
4845,41:05 ,how much do we have to wait
4846,41:05 ,They brought a spaceship heatshield parachute rockets dune buggy and a helicopter but they are landing in a dried up lake Where s the boat
4847,41:07 ,SPAM MARK ROBER RN
4848,41:07 ,MARK ROBER SENT ME HERE
4849,41:07 ,Lisulo Maxim Yes Learn about the rover here https mars nasa gov mars2020 spacecraft instruments
4850,41:07 ,Good luck You got this  years put in good work
4851,41:08 ,im so exited kinda pog tho
4852,41:08 ,When are the first people going to mara
4853,41:09 ,NASA The perseverance rover is going to drop samples from Mars so that they can be collected later When will they be collected and returned to Earth Also why can t the samples be analysed on Mars
4854,41:10 ,when toch down
4855,41:10 , min im waiting for rocket
4856,41:10 ,what hour is it landing
4857,41:11 ,when planting
4858,41:11 ,Lets get an F in the chat for the video lag
4859,41:11 ,Hey Mark Rober how are you doing
4860,41:11 ,This chat is strait up pointless
4861,41:11 ,This is epic
4862,41:11 ,oh nee cha i mean Mark Rober
4863,41:12 ,  watching now
4864,41:12 ,Did I miss the landing
4865,41:12 ,this guy has not slept in days
4866,41:12 ,VECTAVERSE IM A FAN
4867,41:14 ,Is mark robber watching this
4868,41:16 ,This is so cool Hi from England
4869,41:16 ,NASA Why are the samples not back on earth until 
4870,41:16 ,Got my name there
4871,41:16 ,witnessing history
4872,41:17 ,now is landed
4873,41:17 ,When will it land est
4874,41:17 ,Good bless America
4875,41:18 ,this guy need some sleep
4876,41:19 ,About  more hour
4877,41:19 ,Lower Bavaria is also watching the stream
4878,41:19 ,MUM IM FAMOUS
4879,41:19 ,when rover landing on mars guy
4880,41:19 ,im convinced the host is some AI she keeps staring
4881,41:20 ,hello i am ranschid from india i have heard you have problems with your wifi
4882,41:21 ,thats cool
4883,41:21 ,Hooo This is not dream
4884,41:21 ,MORSE CODE
4885,41:22 ,The map is not the territory
4886,41:22 ,yougotthis yougotthis yougotthis
4887,41:22 ,love the intesity
4888,41:22 ,anyone remember what planet its landing on
4889,41:22 ,Has the Rover landed yet
4890,41:23 ,Omg canˋt wart
4891,41:23 ,What if the hole mcyt community was here
4892,41:24 ,Godspeed and good luck Perserverance
4893,41:24 ,launch the rocket already i got earth thins to do
4894,41:25 ,Mark Rober where u at
4895,41:25 ,Parachute then rockets stage then winch doesn t that seem to be more complicated than it could be Good luck hope all goes well Hurry up as I want to be living there is a few years
4896,41:25 ,Thats it I am boared I am leaving
4897,41:26 ,shorty fine
4898,41:26 ,FOR PEOPLE CONFUSED ABOUT WHEN THE ROVER IS LANDING dothefive dothefive dothefive dothefive dothefive dothefive THE LANDING AT   PST
4899,41:27 ,Now at over  thousand watching Should be at over  MILLION by landing time
4900,41:27 ,Mark Rober Hey Mars Rober wait no Mark Rover MARK ROBER yea yea i knew that
4901,41:27 ,who is here from mark rober
4902,41:27 ,when is it gonna land
4903,41:27 ,NASA HOW MUCH LONGER UNTIL THE SEVEN MINUTES OF TERROR
4904,41:28 ,what time should it land
4905,41:28 ,he is a pog
4906,41:29 ,This guy looks pog
4907,41:30 ,ITS STILL AN HOUR FROM NOW
4908,41:31 ,when are they landing
4909,41:31 ,It s not like landing a rover on mars is rocket science oh wait
4910,41:31 ,boring
4911,41:31 ,Thanks Mark Rober for telling me about this live stream
4912,41:31 ,this dude stressed
4913,41:31 ,Rip opportunity
4914,41:32 ,Can t wait
4915,41:32 ,The rover will land at  Est
4916,41:32 ,It s gonna land at   am in India
4917,41:32 ,CHEESE
4918,41:33 ,Watching from New Brunswick
4919,41:33 ,Hello from Turkey
4920,41:33 ,im in history
4921,41:34 ,This dude definitely smoke one
4922,41:34 ,I was here
4923,41:34 ,The earth is plane
4924,41:35 ,say POG if you think it might crash
4925,41:36 ,NASA I HAVE A QUESTION IS SPACE TOURISIM POSSIBLE TO PRIVATE COMPAINES AND WHEN CAN IT HAPPEN
4926,41:36 ,ask him about his sleep
4927,41:37 ,shrek is my favorite anime
4928,41:37 ,blinking crazy
4929,41:37 ,this is awsome
4930,41:38 ,Elon Musk watching
4931,41:38 ,How many more hours
4932,41:40 ,nasa Q if there wore ancient life on Mars would it be possible to bring it back to life
4933,41:40 ,Take me along for the ride
4934,41:40 ,WOOHOO THE PINIS 
4935,41:40 ,THICK ALIENS
4936,41:40 ,Mark Rober is cool as heck
4937,41:41 ,it will technically land on   am India time
4938,41:41 ,when the percy is gonna land
4939,41:41 ,Hi from Botswana
4940,41:42 ,it s all ringh 
4941,41:44 ,Where is Mars
4942,41:46 ,if this fails is it Biden s fault
4943,41:46 ,Rover is landing in about  hour
4944,41:46 ,we be able to set resolution to p now
4945,41:47 ,I m in my science class and we are watching this for out class lol
4946,41:48 ,mark rober is the goat
4947,41:48 ,can yall reduce sbmm for cod
4948,41:48 ,This is cool
4949,41:50 ,this is vvme games we are big game company
4950,41:51 ,i want to be your pog champ this christmas
4951,41:51 ,BORED from Missouri USA lol HI ENGLAND
4952,41:51 ,love from south africa
4953,41:51 ,markrober ain t this great
4954,41:52 ,I was here
4955,41:52 ,he looks a bit nervous
4956,41:52 ,About one in every  comments is about Mark Rober
4957,41:52 ,So excited
4958,41:53 ,I need the video of the robot
4959,41:53 ,Great
4960,41:53 ,what is he smokin
4961,41:55 ,let s hit million watchers that s a huge moment
4962,41:56 ,guys any one from Austin TEXAS
4963,41:57 ,2x speed live chat
4964,41:57 ,NASA why is perseverance being send to mars and not any other planet
4965,41:57 ,this dude on drugs
4966,41:57 ,theycallmemer2010
4967,41:57 ,im so hyp to see the drones aerial photage
4968,41:57 ,화이팅 we can do it yougotthis yougotthis yougotthis Mark Rober You are esome
4969,42:00 ,tis a she
4970,42:00 ,Pretty Excited to watch the Perseverance Rover Landning
4971,42:01 ,hello from Lithuani
4972,42:01 ,Hi form Lithuania lol
4973,42:01 ,when does it land
4974,42:01 ,why you stream in p
4975,42:02 ,Can we get Mark Rober in the chat WALL E
4976,42:02 ,I WHOULD GIVE EVERYTHING TO WORK THERR
4977,42:02 ,YO THIS IS STALLING
4978,42:03 ,Anyone know approx what time it s going to land
4979,42:03 ,Whoo Cant wait for the rover
4980,42:04 ,best of luck guys
4981,42:04 ,It lands in   PM EST
4982,42:05 ,AGUANTE EL FASAT ALFA
4983,42:05 ,DID IT LAND YET
4984,42:05 ,one world one future
4985,42:06 ,892k can it get to  million
4986,42:07 ,Mark Rober does it feel depressing to no longer have the honor of saying that you personally worked on the most advanced Mars Rover
4987,42:08 ,Al Chen copied Mark Rober s test answers
4988,42:08 ,ROLAND THE ROVER
4989,42:10 ,how to skip ahead play it at x speedhow to skip ahead play it at x speed
4990,42:10 ,Hello from Croatia
4991,42:10 ,Happy Mars rover day
4992,42:10 ,launch fast
4993,42:11 ,It s awesome to see some of the same team members from the Curiosity landing in 
4994,42:11 ,does Perseverance use Google Maps
4995,42:12 ,Fortine
4996,42:12 ,When and where is it going to land
4997,42:12 ,How much longer til we can see it land
4998,42:15 ,this dude is on some serious red bull intake
4999,42:15 ,NASA Hi How are you
5000,42:16 ,Clara  years old is watching
5001,42:17 ,I have a question What kind of ancient life do you think is on Mars
5002,42:18 ,Why is the rover called a she The rover is an IT a glorious machine in the service of the Omn I mean humanity
5003,42:18 ,whos here from mark rober
5004,42:18 ,How long
5005,42:18 ,Space force
5006,42:18 ,AskNasa Waht happen if Perseverance turn over
5007,42:19 ,perserverance is a she awww
5008,42:21 ,hey cousin Chen
5009,42:21 ,Is this speeded up
5010,42:22 ,ONE WORLD
5011,42:22 ,I m here thanks to Mark
5012,42:23 ,Popping off the heat shield
5013,42:23 ,this is so cool
5014,42:24 ,To bad FTL communication can t give us real time coms
5015,42:24 ,Atleast no more lag ye pogchamp
5016,42:25 ,Mark Rober hey bby
5017,42:25 ,When is the landing
5018,42:25 ,What if we put water and trees on mars If the ground was once fertile could it still have fertility If so we could rebuild the ozone layer right
5019,42:25 ,when s she landing
5020,42:25 ,Somebody here named Per Severance
5021,42:25 ,Will there be People on the ship
5022,42:25 ,NASA What when the spaceship will bring any viruses to earth
5023,42:27 ,Hello from Washington State
5024,42:27 ,whoa
5025,42:27 ,is mark rober in the chat
5026,42:27 ,what exact time perseverance touch down
5027,42:28 ,At what timing this landing will happen because its   am in Pakistan
5028,42:29 ,im exited
5029,42:30 ,im waiting for this landing
5030,42:31 ,will this stream get to  m viewers
5031,42:31 ,Mark Rober are you exited
5032,42:31 ,Is Peseverance just a Curiosity with extra mods
5033,42:31 ,NASA if we could warm up the surface of the planet there could be vegetation and life
5034,42:31 ,good luck from Kenya
5035,42:32 ,lol the chat is going crazy
5036,42:32 ,Radar Love No He has nothing to do with it whatsoever
5037,42:32 ,Dude I ve been waiting for  hours and I don t care about this stuff GIMME THE LANDING
5038,42:32 ,I cant wait to count down
5039,42:32 ,this is my normal science time and im online so im technically participating
5040,42:34 ,Will we have a live video feed from mars
5041,42:36 ,hello from spain loko
5042,42:38 ,count down in  hours
5043,42:38 ,I wanna see the rover ROVER ROVER ROVER
5044,42:38 ,When is the Landing
5045,42:38 ,GME TO MARS
5046,42:40 ,No Anna Ntentes Ledis has not given consent to anyone to speak for her on any tech device or in person Anna is ar home
5047,42:41 ,dothefive
5048,42:42 ,RAGESQUID IS ECHT LELIJK
5049,42:42 ,Hi I heard Mark Rober is around here
5050,42:42 ,Colorado Monte Vista th Grade Science Class is watching
5051,42:43 ,does nasa have a night bot
5052,42:43 ,This is exciting Can t wait to see how the deployment of the Rover goes
5053,42:43 ,dog this is crazy
5054,42:43 ,hey
5055,42:43 ,WATCHING FROM THE PHILIPPINESSS
5056,42:46 ,It knows where it is by where it isn t like a missle
5057,42:46 ,When it lands
5058,42:46 ,when is it going to land
5059,42:47 ,when it landing
5060,42:47 ,amazing this moment
5061,42:48 ,NASA What is a chance that the Perseverance meet Curiosity
5062,42:49 ,Whats the next video Mark Rober
5063,42:50 ,3090ti on the rover
5064,42:50 ,Is he an alien
5065,42:50 ,Love and prayers from India
5066,42:50 ,Did they land yet or not yet Also ik who Mark Rober is but why did ppl keep saying Mark Rober
5067,42:50 ,Mark Rober is the best
5068,42:51 ,Mark Rober is the real beast
5069,42:51 ,only  minutes
5070,42:51 ,The guy s seriously glitching out
5071,42:51 ,Me looking a for my teacher in the chat
5072,42:51 ,Silk song when
5073,42:52 ,askNASA How would the terrain relative navigation work Does it use something like GPS
5074,42:52 ,where mark tt
5075,42:52 ,marte whach now
5076,42:53 ,has the rover landed
5077,42:53 ,When will it land
5078,42:53 ,this is a epic rover
5079,42:53 ,hi from Northern Ireland
5080,42:55 ,who else is nervous
5081,42:55 ,NASA will Perseverance have to wrap around Mars before starting its descent
5082,42:55 ,when does it land
5083,42:56 ,Praancess The trip to Mars takes about  months https mars nasa gov mars2020 timeline cruise
5084,42:56 ,Mark Rober my brother loves space and cant wait
5085,42:56 ,Whats up with the s look
5086,42:56 ,This guy is from mars
5087,42:56 ,NASA when will it land and how many cameras does the rover have
5088,42:57 ,NASA Does the perseverance have a color camera Also is there a guide for the eyes website
5089,42:57 ,Hi from mars can t wait for the rover to get here
5090,42:59 ,Im so exited
5091,42:59 ,NASA when the impostor is sus
5092,42:59 ,Hello my hampter brother
5093,43:01 ,how long till it lands
5094,43:02 ,Hello ther
5095,43:03 ,Ugh when will it land
5096,43:03 ,  IS THE TIME PEOPLE
5097,43:04 ,Bruh Dis iz so cool
5098,43:04 ,wow its great
5099,43:05 ,whats up markrober Thanks for the reply
5100,43:05 ,wher is mark rober
5101,43:05 ,I m only existed for this because of mark rober
5102,43:06 ,I WAS HERE
5103,43:06 ,NASA Is it true that all people will be able to go to Mars someday in the future
5104,43:06 ,cool
5105,43:07 ,This is exiting
5106,43:09 ,Mark Rober Hi I love you so much and NASA
5107,43:10 ,NASA When will ingenuity start its work
5108,43:10 ,it isnsposed to land at like  
5109,43:11 ,why does your t shirt say 
5110,43:11 ,touchdown eta
5111,43:11 ,5time speed
5112,43:11 ,chat going so fast no one will see i love my wife
5113,43:11 ,it funna crash
5114,43:12 ,What time start
5115,43:12 ,NASA who is the one that coded the k lines of code Also how does Perseverance know which landing spot is safe
5116,43:12 ,what
5117,43:12 ,When will you show the live rover
5118,43:13 ,NASA Roughly how long is Percy going to be on the ground
5119,43:13 ,What pie
5120,43:13 ,Whats good mark rober
5121,43:14 ,SUP MARK ROBER
5122,43:15 ,NASA can you put a picture of shreak on the moon for me
5123,43:16 ,red sus dead in electrical
5124,43:16 ,what time for touchdown
5125,43:17 ,I m here immortalized in this youtube transcript for this historic event
5126,43:18 ,Godspeed Perseverance dont forget to text us once you land on Mars
5127,43:19 ,when
5128,43:19 ,Yoo wheres mark rober
5129,43:19 ,What time is landing
5130,43:20 ,when s it going to land
5131,43:21 ,Mars had life at once
5132,43:21 ,Why is the rover called she and not it
5133,43:21 ,WHEN IS IT LANDING TAG ME
5134,43:21 ,When does it land and did it land already
5135,43:21 ,GOOD LUCK PERSEVERANCE WE LOVE YOU
5136,43:22 ,Is she the rover
5137,43:22 ,It is landing in  minutes
5138,43:22 ,hello from Sweden
5139,43:23 ,Thanks Mark Rober for the link
5140,43:23 ,my cat said ur calculations are wrong
5141,43:23 ,Did you know the ship can determine where is it by the diferencial from where it s not and where it was
5142,43:23 ,START IT ALREADY ELON
5143,43:24 ,Guys I made the Rover
5144,43:24 ,i was here
5145,43:24 ,Mark Rober you are the best
5146,43:26 ,can this rover prove that Mars is not flat
5147,43:26 ,NASA if years last double the time then earth about  days does that mean minutes are double the time or shorter
5148,43:26 ,Go Perseverance
5149,43:27 ,Doubt muripo here apa
5150,43:27 ,Mark is hear
5151,43:27 ,alalauiwhiuwhiuw tuijhuiaw leawgl jg Hey Actually They Can Curiosity was able to take samples and analyze the samples on the rover itself What makes this one special is it will be taking a rock
5152,43:27 ,I cant wait I really hope that Perseverance will land
5153,43:28 ,I hope it lands good and not crash
5154,43:28 ,TheDriftedGamer
5155,43:29 ,Felix ist cool
5156,43:29 ,any clue how long until first phase its getting late in here and id like to be able to see it today
5157,43:29 ,The chute must open the engines must light the crane must work the crane cables must release
5158,43:31 ,this is history omg
5159,43:31 ,i was here
5160,43:31 ,I WAS HERE
5161,43:31 ,when does the rover lands
5162,43:32 ,SpaceX is better btw
5163,43:35 ,Hwello from Virginia
5164,43:35 ,why is he jittering
5165,43:36 ,this is sooo cool
5166,43:36 ,Mark Rober The best person on YouTube 
5167,43:36 ,Mark Rober should be watching a different and better live lol
5168,43:36 ,yall need to log out with all of the pogs
5169,43:36 ,its   in the UAE But I will watch this all night if that s required
5170,43:37 ,what time to landing
5171,43:37 ,does he look like elon musk am i the only one
5172,43:37 ,Has it landed yet
5173,43:38 ,They can t analize the samples on Mars I think because they can t fit and control the equipment needed well enough from mission control and they said they will send a rover to pick them up in 
5174,43:38 ,She was not ready for that dish
5175,43:38 ,Everything is so cool
5176,43:41 ,in the Philippines are in here is almost  am
5177,43:41 ,Has it landed already
5178,43:41 ,no it dedend land yet
5179,43:42 ,eagerly waiting to see the rover landing on mars
5180,43:43 ,Im here for history
5181,43:45 ,historic event Kehinde Sowole
5182,43:45 ,NASA do you have something on your website where I can meet the people behind it or see what they do Im interested in also seeing the different parts of the rover
5183,43:45 ,Anybody got a new battery for a  Ford Ranger  tdci Mine isn t working too hot the bakkie doesn t like starting some mornings and it s poes annoying
5184,43:45 ,when it s going to land
5185,43:46 ,Wait is it gonna land at   or  
5186,43:46 ,He is really nervous
5187,43:46 ,Tell the truth y all
5188,43:46 ,whats up rober
5189,43:46 ,almost   people watching Im watching at  years old
5190,43:47 ,I wonder what happens if they miss the crater
5191,43:48 ,Thanks Al
5192,43:48 ,So ah will there be any dinosaurs on this dinosaurtour
5193,43:48 ,The new technology we have with cameras is gonna make this GREAT
5194,43:50 ,nasa did fortnite s4 rocket event in real life
5195,43:51 ,bitcoin
5196,43:52 ,Anyone from India
5197,43:52 ,Who else here from school
5198,43:52 ,Whats up mf
5199,43:52 ,we are watching history being made
5200,43:52 ,  in india now
5201,43:54 ,IT CRASHED LOL
5202,43:54 ,Shoutout to mark rober
5203,43:54 ,This is so much better to watch than the Kardashians Thank you NASA Brilliant
5204,43:55 ,I was here
5205,43:55 ,HI MARK ROBER
5206,43:55 ,WE ARE ABOUT TO HIT ONE MILLION PPL
5207,43:55 ,Great job
5208,43:56 ,DOGE to Mars
5209,43:57 ,Nasa How long will the rover be on mars
5210,43:57 ,Mark Rober yo whats up
5211,43:57 , mins to touchdown
5212,43:57 ,What is the maximum safe landing speed for the rover
5213,43:58 ,Woah This whole chat is people freaking out over mark Rober
5214,43:59 ,I ve done an Hour of Jivamukti Yoga and had lovely vegan dinners also had a tommy
5215,44:00 ,Is the SkyCrane a throwaway after use or will it serve a science purpose
5216,44:00 ,we got scammed
5217,44:00 ,i wonder if there was any birds on mars
5218,44:00 ,NASA Will you guys launch more Rovers to mars Or will you guys launch satellite to view mars
5219,44:00 ,Found Martians yet
5220,44:00 ,I think we all came here from Mark Rober
5221,44:01 ,bruh this cool
5222,44:01 ,from
5223,44:01 ,did you know mark rober
5224,44:01 ,Mark Rober are you watching
5225,44:01 ,where is mark
5226,44:01 ,cool
5227,44:01 ,i wish safe landing
5228,44:02 ,awwwwwwwwww this is insane
5229,44:03 ,let s go speed perseverance
5230,44:03 ,NASA why will we get the samples by  if it takes  months for the trip  years to collect the samples
5231,44:03 ,lol that guy looked right at the cam
5232,44:03 ,MARK ROBER HI
5233,44:03 ,Wassup
5234,44:03 ,she is indian
5235,44:03 ,dont fall the edge of the flat planet
5236,44:05 ,lets head back to mission control and hear from swat team
5237,44:06 ,NASA Can I work for you once I graduate
5238,44:06 ,r u gonna let us see Mars or what
5239,44:06 ,nobody will notice you
5240,44:06 ,NASA NASA NASA NASA NASA NASA What about mr beasts thing NASA NASA NASA NASA NASA NASA NASA NASA
5241,44:06 ,NASA needs to focus their live cameras
5242,44:07 ,Take the mask off when you talk
5243,44:08 ,where is mark
5244,44:10 ,shes india
5245,44:10 ,J onn J onzz check your UBER APP your hire is just arriving
5246,44:11 ,HELLO MARK also what is this slow mode
5247,44:12 , pm UK expected landing
5248,44:12 ,when this happens
5249,44:12 ,I see GME on Mars
5250,44:13 ,IM NERVOUS
5251,44:13 ,Please
5252,44:13 ,LVOE INDIA
5253,44:14 ,i think MOXIE is the most interesting part of the rover an experiment about making
5254,44:15 ,hi everyone
5255,44:15 ,This is borning
5256,44:15 ,NASA cant believe it s been  months already since she launched
5257,44:16 ,MARK ROBER IS THE BEST
5258,44:16 ,mars isn t real
5259,44:16 ,she us indian
5260,44:16 ,HI MARK ROBER
5261,44:16 ,when will it land
5262,44:17 ,so exiting
5263,44:18 ,Can t believe I m alive to watch this Pure luck
5264,44:18 ,NASA Have you found the aliens yet
5265,44:18 ,Perverserance
5266,44:18 ,the only thing I am seeing in the chat is MARK ROBER looll
5267,44:20 ,is she from india
5268,44:20 ,Did you know Geico save you  or more on your car insurance
5269,44:20 ,NASA we need a Mark Rover
5270,44:22 ,NASA did you guys still work while the virus was spreading
5271,44:22 ,Hey Swati much love from India
5272,44:22 ,this is super exciting
5273,44:22 ,drop them bomb
5274,44:23 ,NASA I WUV UUUUUU
5275,44:23 ,WHAT IF THEY FIND A WHOLE ECONOMY UNDERGROUND
5276,44:24 ,earth is FLAT hello
5277,44:26 ,NASA How work helicopter
5278,44:27 ,Pogchamp my fam
5279,44:27 ,I hope your mission goes well
5280,44:27 ,Where is Elon
5281,44:27 ,I WAS HERE
5282,44:28 ,ITS ABOUT TO START YOOOOO
5283,44:28 ,i hope everything will be right
5284,44:28 ,Mark Rober Heyo
5285,44:29 ,wow this is pretty cool
5286,44:30 ,NASA How much gravity is on mars and how will it affect the landing
5287,44:31 ,still about   more minutes to land
5288,44:31 ,WHO is Here FROM MARK ROBER
5289,44:31 ,something is wrong
5290,44:32 ,Fabio wo bist du
5291,44:33 ,Hilo There ello
5292,44:35 ,when will it actually land tho
5293,44:35 ,yoo so we going to find aliens
5294,44:37 ,IM THE MOST EXCITED I VE BEEN SINCE QUARANTINE
5295,44:37 ,Good Luck from Bangladesh
5296,44:37 ,why doesn t it start
5297,44:37 ,I was here lol
5298,44:37 ,Excited
5299,44:38 ,where could we know where is the rover i mean the altitude and other things
5300,44:40 ,mark all the best
5301,44:40 ,earth is flate
5302,44:40 ,when is the landing
5303,44:41 ,THE SLOW MODE IS SUPER LONG
5304,44:41 ,marc Robert
5305,44:42 ,Jeff who
5306,44:43 ,has it landed
5307,44:44 ,Where is mark rober and elon
5308,44:45 ,Great to be here
5309,44:45 ,wow buffering
5310,44:45 ,who is from caltech send
5311,44:45 ,What is rocket called
5312,44:45 ,markrober the rover
5313,44:45 ,When will it land on Mars it s past my bedtime
5314,44:46 ,POGGERS IN THE CHAT
5315,44:46 ,IT ALREADY LAUNCHED NOOOOOOO
5316,44:47 ,Dream omg u are here
5317,44:47 ,Hi Dream
5318,44:47 ,NASA Attitude control Is that the people handing out coffee
5319,44:48 ,MARK ROBER ARE YOU HERE
5320,44:50 ,I M SO EXCITED LET S GOOOOOO
5321,44:50 ,WIll it ever be possible to eat rice on Mars
5322,44:50 ,piche dekho piche
5323,44:50 ,summon Mark_Rober
5324,44:50 ,allmost million viewers
5325,44:51 ,THAT S an event
5326,44:51 ,They should put a timer
5327,44:51 ,Mark Rober how are you feeling now nervous or happy after you worked with curiosity
5328,44:51 ,HAS IT LANDED NASA NASA OFFICIAL
5329,44:51 ,so excited to be seeing this good luck
5330,44:52 ,My name is on the rover Very exciting
5331,44:52 ,cool
5332,44:53 ,hello any Indian
5333,44:53 ,yougotthis welcome
5334,44:53 ,Is it possible to see the landing using Kekke telescope in hawaii or still to small
5335,44:53 ,I am sleepy but this is more important
5336,44:53 ,I WAS HERE
5337,44:54 ,When was the Starship Enterprise launched
5338,44:55 ,GET THE WEBSITE OUT GUYS
5339,44:55 ,Percy will serve humanity well I strongly believe that
5340,44:55 ,by the time were watching this it already landed
5341,44:57 ,yougotthis
5342,44:57 ,NASA what is the ETA on perserverance
5343,44:57 ,taco flavoured kisses
5344,44:57 ,Macaroni with the chicken stripssssss UHGGGGGG
5345,44:58 ,Marc Robert
5346,44:58 ,What time is the actual landing
5347,44:58 ,This is awesome
5348,44:59 ,Thank you NASA for all you do This is exciting
5349,45:01 ,sanitizer washhands stayhome
5350,45:01 ,when is it landing
5351,45:02 ,How long till it s time
5352,45:02 ,I WAS HERE
5353,45:03 ,So exciting
5354,45:03 ,Show the pyramids
5355,45:03 ,What s good Will
5356,45:03 ,BAM5 ik it s ridiculous WHY ARE THEY ONLY HERE FOR THE YOUTUBER
5357,45:04 ,are they like not getting any footage or anything
5358,45:05 ,oh thank goodness i got here just in time lol
5359,45:05 ,how do you know it takes  minutes to go each way only what is certein that round trip takes  minutes
5360,45:06 ,houston we don t have any problems
5361,45:07 ,NASA the weather in Mars can affect the rover landing
5362,45:07 ,toooooo infinittyyy and beyooonnnddd
5363,45:07 ,how long till we grow spuds ther
5364,45:07 ,it lands on a former LAKE it will find life
5365,45:08 ,MARS TIME
5366,45:08 ,LOVE YOU MARK ROBER
5367,45:08 ,When willl they land
5368,45:08 ,did it already land
5369,45:08 ,Fourth grade students from Hacienda Elementary California City CA are watching
5370,45:08 ,something will gone wrong i know thad
5371,45:10 ,jesus this chat is fast af
5372,45:10 ,Mark Rober NASA when mars is sus
5373,45:10 ,I have been wait for so long when I grow up I want to be a scientist
5374,45:10 ,My son s name is on there
5375,45:10 ,This is exhilarating
5376,45:10 ,Mark Rober talk bro curiosity was yours now this is the future
5377,45:10 ,Walker Philips yeah and Mars s flat too
5378,45:11 ,let s hope this goes well
5379,45:11 ,On the home strech
5380,45:12 ,When lands it
5381,45:13 ,it hasnt landed yet
5382,45:13 ,Has it landed
5383,45:15 ,has it happend already am i stooooooooooopid
5384,45:15 ,I wasn t here
5385,45:16 ,ONLY GOOD PEOPLE KNOW THAT THIS EFFORT IS UNBELIVABLEEEEEEEEEEEEEEEEE
5386,45:16 ,The height of Paperclip Technology
5387,45:17 ,Mark Rober here cause of your video
5388,45:17 ,Mark Rober I know you re not there but you have to be crazy nervous as well Hope you re well and everything goes to plan
5389,45:19 ,Everyone came to here from Mark Rober say ayo
5390,45:19 ,Vikings landed on Mars thousand years ago
5391,45:19 ,NASA did mark rober work on this rover
5392,45:19 ,its am here down under
5393,45:19 ,Yūji Itadori Here are some quick facts about the Mars Helicopter named Ingenuity https mars nasa gov technology helicopter
5394,45:20 ,Mark Rober your awsome i love your videos
5395,45:20 ,pls wait my friends
5396,45:20 ,the landing wont start till  
5397,45:20 ,I was here
5398,45:21 ,this is awesome
5399,45:21 ,IT WILL LAND IN AN HOUR
5400,45:23 ,will it come back to earth
5401,45:23 ,What happens to the parts of the rover that get detached while it lands Are they collected by further missions to not create space trash
5402,45:25 ,not say  minutes of terror its  minutes of history
5403,45:26 ,wow this is spectacular
5404,45:26 ,I wish to work here when i grow up
5405,45:26 ,How long til touchdown
5406,45:26 ,Yay almost time
5407,45:27 ,chat could u slow down pls
5408,45:27 ,This chat is faster than the speed of light
5409,45:27 ,Wait so Mars is not flat
5410,45:27 ,WHERE IS MARK
